player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Balinskis, Uvis",8484304,LD,roster,,,29,1996-08-01,LVA,72,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8484304.png
"Barkov, Aleksander",8477493,C,roster,,,30,1995-09-02,FIN,75,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477493.png
"Bennett, Sam",8477935,C,roster,,,29,1996-06-20,CAN,73,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477935.png
"Bjornfot, Tobias",8481600,"RD,LD",roster,,,24,2001-04-06,SWE,72,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8481600.png
"Bobrovsky, Sergei",8475683,G,roster,,,37,1988-09-20,RUS,74,182,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8475683.png
"Boqvist, Jesper",8480003,"LW,RW,C",roster,,,26,1998-10-30,SWE,72,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8480003.png
"Ekblad, Aaron",8477932,RD,roster,,,29,1996-02-07,CAN,76,215,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477932.png
"Forsling, Gustav",8478055,LD,roster,,,29,1996-06-12,SWE,72,186,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478055.png
"Gadjovich, Jonah",8479981,"LW,RW",roster,,,27,1998-10-12,CAN,74,209,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8479981.png
"Greer, A.J.",8478421,"RW,LW,C",roster,,,28,1996-12-14,CAN,75,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478421.png
"Jones, Seth",8477495,"RD,LD",roster,,,31,1994-10-03,USA,76,213,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477495.png
"Kulikov, Dmitry",8475179,"LD,RD",roster,,,34,1990-10-29,RUS,73,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8475179.png
"Kunin, Luke",8479316,"RW,C,LW",roster,,,27,1997-12-04,USA,72,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8479316.png
"Lundell, Anton",8482113,C,roster,,,24,2001-10-03,FIN,73,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8482113.png
"Luostarinen, Eetu",8480185,"LW,RW",roster,,,27,1998-09-02,FIN,75,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8480185.png
"Marchand, Brad",8473419,LW,roster,,,37,1988-05-11,CAN,69,176,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8473419.png
"Mikkola, Niko",8478859,"RD,LD",roster,,,29,1996-04-27,FIN,76,209,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478859.png
