player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Barron, Morgan",8480289,"RW,C,LW",roster,,,26,1998-12-02,CAN,76,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480289.png
"Chibrikov, Nikita",8482787,RW,roster,,,22,2003-02-16,RUS,70,170,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8482787.png
"Comrie, Eric",8477480,G,roster,,,30,1995-07-06,CAN,73,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477480.png
"Connor, Kyle",8478398,"LW,RW",roster,,,28,1996-12-09,USA,74,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8478398.png
"DeMelo, Dylan",8476331,RD,roster,,,32,1993-05-01,CAN,72,195,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476331.png
"Fleury, Haydn",8477938,"LD,RD",roster,,,29,1996-07-08,CAN,76,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477938.png
"Ford, Parker",8484135,"RW,C",roster,,,25,2000-07-20,USA,69,181,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8484135.png
"Hellebuyck, Connor",8476945,G,roster,,,32,1993-05-19,USA,76,216,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476945.png
"Iafallo, Alex",8480113,"LW,RW",roster,,,31,1993-12-21,USA,72,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480113.png
"Koepke, Cole",8481043,LW,roster,,,27,1998-05-17,USA,73,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8481043.png
"Lowry, Adam",8476392,C,roster,,,32,1993-03-29,USA,78,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/WPG/8476392.png
"Miller, Colin",8476525,RD,roster,,,32,1992-10-29,CAN,73,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476525.png
"Morrissey, Josh",8477504,LD,roster,,,30,1995-03-28,CAN,72,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477504.png
"Namestnikov, Vladislav",8476480,C,roster,,,32,1992-11-22,RUS,72,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476480.png
