player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Bouchard, Evan",8480803,RD,roster,,,25,1999-10-20,CAN,75,194,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480803.png
"Campbell, Jack",8475789,G,roster,Yes,,33,1992-01-09,USA,75,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20162017/LAK/8475789.png
"Draisaitl, Leon",8477934,C,roster,,,29,1995-10-27,DEU,74,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477934.png
"Ekholm, Mattias",8475218,"LD,RD",roster,,,35,1990-05-24,SWE,76,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8475218.png
"Emberson, Ty",8480834,"RD,LD",roster,,,25,2000-05-23,USA,74,193,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480834.png
"Frederic, Trent",8479365,"C,LW",roster,,,27,1998-02-11,USA,75,214,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8479365.png
"Henrique, Adam",8474641,"C,RW",roster,,,35,1990-02-06,CAN,72,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8474641.png
"Howard, Isaac",8483455,LW,roster,,,21,2004-03-30,USA,70,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8483455.png
"Hyman, Zach",8475786,"LW,RW",roster,,,33,1992-06-09,CAN,73,211,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8475786.png
"Janmark, Mattias",8477406,"C,LW",roster,,,32,1992-12-08,SWE,73,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477406.png
"Kapanen, Kasperi",8477953,"RW,LW,C",roster,,,29,1996-07-23,FIN,73,194,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477953.png
"Kulak, Brett",8476967,LD,roster,,,31,1994-01-06,CAN,73,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8476967.png
"Lazar, Curtis",8477508,C,roster,,,30,1995-02-02,CAN,72,203,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477508.png
"Mangiapane, Andrew",8478233,"LW,RW",roster,,,29,1996-04-04,CAN,70,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478233.png
"McDavid, Connor",8478402,"C,RW",roster,,,28,1997-01-13,CAN,73,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478402.png
