player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Beauvillier, Anthony",8478463,LW,roster,,,28,1997-06-08,CAN,71,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8478463.png
"Carlson, John",8474590,"RD,LD",roster,,,35,1990-01-10,USA,75,215,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8474590.png
"Chisholm, Declan",8480990,"LD,RD",roster,,,25,2000-01-12,CAN,74,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8480990.png
"Chychrun, Jakob",8479345,"LD,RD",roster,,,27,1998-03-31,USA,74,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8479345.png
"Dowd, Nic",8475343,C,roster,,,35,1990-05-27,USA,73,193,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8475343.png
"Dubois, Pierre-Luc",8479400,"C,LW",roster,,,27,1998-06-24,CAN,76,214,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8479400.png
"Duhaime, Brandon",8479520,RW,roster,,,28,1997-05-22,USA,74,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8479520.png
"Fehervary, Martin",,LD,roster,,,26,,,,,,,,,,,
"Frank, Ethen",8483573,"LW,RW,C",roster,,,27,1998-02-05,USA,71,188,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/WSH/8483573.png
"Funk, Zac",,RW,roster,,,22,,,,,,,,,,,
"Lapierre, Hendrix",8482148,"C,RW",roster,,,23,2002-02-09,CAN,72,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8482148.png
"Leonard, Ryan",8484186,RW,roster,,,20,2005-01-21,USA,72,192,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8484186.png
"Lindgren, Charlie",8479292,G,roster,,,31,1993-12-18,USA,74,179,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8479292.png
"McIlrath, Dylan",8475795,RD,roster,,,33,1992-04-20,CAN,77,232,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8475795.png
"McMichael, Connor",8481580,"LW,RW",roster,,,24,2001-01-15,CAN,72,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8481580.png
"Milano, Sonny",8477947,LW,roster,,,29,1996-05-12,USA,72,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8477947.png
"Ovechkin, Alex",8471214,LW,roster,,,40,1985-09-17,RUS,75,238,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8471214.png
"Protas, Aliaksei",8481656,"RW,LW,C",roster,,,24,2001-01-06,BLR,78,225,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8481656.png
"Roy, Matt",8478911,RD,roster,,,30,1995-03-01,USA,73,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8478911.png
"Sandin, Rasmus",8480873,LD,roster,,,25,2000-03-07,SWE,71,182,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8480873.png
"Sourdif, Justin",8482088,RW,roster,,,23,2002-03-24,CAN,71,180,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8482088.png
"Strome, Dylan",8478440,C,roster,,,28,1997-03-07,CAN,75,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8478440.png
"Thompson, Logan",8480313,G,roster,,,28,1997-02-25,CAN,76,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8480313.png
"Wilson, Tom",8476880,RW,roster,,,31,1994-03-29,CAN,76,220,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8476880.png
"van Riemsdyk, Trevor",8477845,RD,roster,,,34,1991-07-24,USA,75,191,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/WSH/8477845.png
"Allen, Cam",,RD,non_roster,,,20,,,,,,,,,,,
"Belpedio, Louie",8478011,RD,non_roster,,,29,1996-05-14,USA,71,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20172018/MIN/8478011.png
"Bjorklund, Garin",,G,non_roster,,,23,,,,,,,,,,,
"Chesley, Ryan",,RD,non_roster,,,21,,,,,,,,,,,
"Clarke, Graeme",,RW,non_roster,,,24,,,,,,,,,,,
"Cristall, Andrew",,LW,non_roster,,,20,,,,,,,,,,,
"Gastrin, Milton",,C,non_roster,,,18,,,,,,,,,,,
"Gucciardi, David",,LD,non_roster,,,23,,,,,,,,,,,
"Hofer, Ryan",,C,non_roster,,,23,,,,,,,,,,,
"Lakovic, Lynden",,LW,non_roster,,,18,,,,,,,,,,,
"Mateiko, Eriks",,LW,non_roster,,,19,,,,,,,,,,,
"Miroshnichenko, Ivan",,LW,non_roster,,,21,,,,,,,,,,,
"Muggli, Leon",,LD,non_roster,,,19,,,,,,,,,,,
"Parascak, Terik",,RW,non_roster,,,19,,,,,,,,,,,
"Persson, Ludwig",,LW,non_roster,,,22,,,,,,,,,,,
"Protas, Ilya",,LW,non_roster,,,19,,,,,,,,,,,
"Rempal, Sheldon",8480776,RW,non_roster,,,30,1995-08-07,CAN,70,165,R,,,,,,https://assets.nhle.com/mugs/nhl/20182019/LAK/8480776.png
"Rosen, Calle",8480157,"RD,LD",non_roster,,,31,1994-02-02,SWE,73,188,L,,,,,,https://assets.nhle.com/mugs/nhl/20172018/TOR/8480157.png
"Rybinski, Henrik",,RW,non_roster,,,24,,,,,,,,,,,
"Smallman, Spencer",,RW,non_roster,,,29,,,,,,,,,,,
"Stevenson, Clay",,G,non_roster,,,26,,,,,,,,,,,
"Suzdalev, Alexander",,LW,non_roster,,,21,,,,,,,,,,,
"Thomas, Patrick",,C,non_roster,,,21,,,,,,,,,,,
"Trineyev, Bogdan",,RW,non_roster,,,23,,,,,,,,,,,
"Clark, Chase",,G,unsigned,,,23,,,,,,WSH,2021,6,183,"Aug. 15, 2026",
"Crowder, Jackson",,C,unsigned,,,18,,,,,,WSH,2025,5,155,"Aug. 15, 2029",
"Dahlqvist, Aron",,D,unsigned,,,18,,,,,,WSH,2025,6,180,"Jun. 1, 2029",
"Geisser, Tobias",,LD,unsigned,,,26,,,,,,WSH,2017,4,120,"Feb. 13, 2026",
"Hutson, Cole",,LD,unsigned,,,19,,,,,,WSH,2024,2,43,"Aug. 15, 2028",
"Keller, Antoine",,G,unsigned,,,21,,,,,,WSH,2023,7,206,"Jun. 1, 2027",
"Kempf, Nicholas",,G,unsigned,,,19,,,,,,WSH,2024,4,114,"Aug. 15, 2029",
"Lemay, Joaquim",,LD,unsigned,,,23,,,,,,WSH,2021,4,119,"Aug. 15, 2026",
"Satan, Miroslav",,C,unsigned,,,19,,,,,,WSH,2024,7,212,"Jun. 1, 2028",
"Schäfer, Maxim",,LW,unsigned,,,18,,,,,,WSH,2025,3,96,"Jun. 1, 2029",
"Sikora, Petr",,C,unsigned,,,19,,,,,,WSH,2024,6,178,"Jun. 1, 2028",
