player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Anderson, Josh",8476981,"RW,LW",roster,,,31,1994-05-07,CAN,75,218,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8476981.png
"Bolduc, Zack",8482737,"RW,LW",roster,,,22,2003-02-24,CAN,72,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482737.png
"Carrier, Alexandre",8478851,RD,roster,,,29,1996-10-08,CAN,71,174,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8478851.png
"Caufield, Cole",8481540,RW,roster,,,24,2001-01-02,USA,67,174,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8481540.png
"Dach, Kirby",8481523,"RW,C,LW",roster,,,24,2001-01-21,CAN,76,212,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8481523.png
"Demidov, Ivan",8484984,RW,roster,,,19,2005-12-10,RUS,73,192,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8484984.png
"Dobes, Jakub",8482487,G,roster,,,24,2001-05-27,CZE,76,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482487.png
"Dobson, Noah",8480865,"RD,LD",roster,,,25,2000-01-07,CAN,76,194,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8480865.png
"Evans, Jake",8478133,C,roster,,,29,1996-06-02,CAN,72,186,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8478133.png
"Gallagher, Brendan",8475848,"LW,RW",roster,,,33,1992-05-06,CAN,69,186,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8475848.png
"Guhle, Kaiden",8482087,"LD,RD",roster,,,23,2002-01-18,CAN,74,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482087.png
"Hutson, Lane",8483457,"LD,RD",roster,,,21,2004-02-14,USA,69,158,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8483457.png
"Kapanen, Oliver",8482775,"C,RW,LW",roster,,,22,2003-07-29,SWE,74,194,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482775.png
"Laine, Patrik",8479339,"LW,RW",roster,,,27,1998-04-19,FIN,77,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8479339.png
"Matheson, Mike",8476875,LD,roster,,,31,1994-02-27,CAN,74,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8476875.png
"Montembeault, Sam",8478470,G,roster,,,28,1996-10-30,CAN,75,214,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8478470.png
"Newhook, Alex",8481618,"C,LW,RW",roster,,,24,2001-01-28,CAN,70,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8481618.png
"Slafkovsky, Juraj",,LW,roster,,,21,,,,,,,,,,,
"Struble, Jayden",8481593,"RD,LD",roster,,,24,2001-09-08,USA,72,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8481593.png
"Suzuki, Nick",8480018,C,roster,,,26,1999-08-10,CAN,71,208,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8480018.png
"Veleno, Joe",8480813,"C,RW,LW",roster,,,25,2000-01-13,CAN,73,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8480813.png
"Xhekaj, Arber",8482964,"LD,RD",roster,,,24,2001-01-30,CAN,76,238,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482964.png
"Beck, Owen",8483424,"LW,C",non_roster,,,21,2004-02-03,CAN,72,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20222023/MTL/8483424.png
"Belzile, Alex",8475968,RW,non_roster,,,34,1991-08-31,CAN,72,196,R,,,,,,https://assets.nhle.com/mugs/nhl/20192020/MTL/8475968.png
"Clurman, Nate",,RD,non_roster,,,27,,,,,,,,,,,
"Condotta, Lucas",8483549,"C,LW",non_roster,,,27,1997-06-19,CAN,73,223,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/MTL/8483549.png
"Davidson, Jared",,C,non_roster,,,23,,,,,,,,,,,
"Del Gaizo, Marc",,LD,non_roster,,,26,,,,,,,,,,,
"Engstrom, Adam",,"LD,RD",non_roster,,,21,,,,,,,,,,,
"Farrell, Sean",8482081,C,non_roster,,,23,2001-11-02,USA,69,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/MTL/8482081.png
"Fowler, Jacob",,G,non_roster,,,20,,,,,,,,,,,
"Kahkonen, Kaapo",8478039,G,non_roster,,,29,1996-08-16,FIN,74,217,L,,,,,,https://assets.nhle.com/mugs/nhl/20192020/MIN/8478039.png
"Kidney, Riley",,C,non_roster,,,22,,,,,,,,,,,
"Laroque, Gannon",,RD,non_roster,,,22,,,,,,,,,,,
"Mesar, Filip",,RW,non_roster,,,21,,,,,,,,,,,
"Reinbacher, David",,RD,non_roster,,,20,,,,,,,,,,,
"Rohrer, Vinzenz",,C,non_roster,,,21,,,,,,,,,,,
"Roy, Joshua",,"RW,LW",non_roster,,,22,,,,,,,,,,,
"Thorpe, Tyler",,RW,non_roster,,,20,,,,,,,,,,,
"Trudeau, William",,LD,non_roster,,,23,,,,,,,,,,,
"Tuch, Luke",,LW,non_roster,,,23,,,,,,,,,,,
"Xhekaj, Florian",,LW,non_roster,,,21,,,,,,,,,,,
"Bergqvist, Rasmus",,LD,unsigned,,,20,,,,,,MTL,2024,7,224,"Jun. 1, 2028",
"Cournoyer, Alexis",,G,unsigned,,,19,,,,,,MTL,2025,5,145,"Aug. 15, 2029",
"Croteau, Emmett",,G,unsigned,,,21,,,,,,MTL,2022,6,162,"Aug. 15, 2027",
"Eriksson, Filip",,C,unsigned,,,20,,,,,,MTL,2023,6,165,"Jun. 1, 2027",
"Gordin, Alexander",,RW,unsigned,,,24,,,,,,MTL,2020,6,171,-,
"Hage, Michael",,C,unsigned,,,19,,,,,,MTL,2024,1,21,"Aug. 15, 2028",
"Handel, Carlos",,RD,unsigned,,,18,,,,,,MTL,2025,6,177,"Jun. 1, 2027",
"Harris, Sam",,LW,unsigned,,,22,,,,,,MTL,2023,5,133,"Aug. 15, 2027",
"Khanin, Makar",,RW,unsigned,,,20,,,,,,MTL,2024,7,210,-,
"Koivu, Aatos",,C,unsigned,,,19,,,,,,MTL,2024,3,70,"Jun. 1, 2028",
"Konyushkov, Bogdan",,RD,unsigned,,,22,,,,,,MTL,2023,4,110,-,
"Kostenko, Dmitri",,RD,unsigned,,,23,,,,,,MTL,2021,3,87,-,
"MacNiel, Andrew",,D,unsigned,,,18,,,,,,MTL,2025,6,189,"Jun. 1, 2027",
"Merrill, Ben",,C,unsigned,,,19,,,,,,MTL,2024,6,166,"Aug. 15, 2029",
"Miller, Quentin",,G,unsigned,,,20,,,,,,MTL,2023,4,128,"Aug. 15, 2029",
"Mittelstadt, Luke",,LD,unsigned,,,22,,,,,,MTL,2023,7,197,"Aug. 15, 2026",
"Mooney, L.J.",,C,unsigned,,,18,,,,,,MTL,2025,4,113,"Aug. 15, 2029",
"Paupanekis, Hayden",,C,unsigned,,,18,,,,,,MTL,2025,3,69,"Jun. 1, 2027",
"Pickford, Bryce",,D,unsigned,,,19,,,,,,MTL,2025,3,81,"Jun. 1, 2027",
"Protz, Owen",,LD,unsigned,,,19,,,,,,MTL,2024,4,102,"Jun. 1, 2026",
"Radkov, Arseni",,G,unsigned,,,18,,,,,,MTL,2025,3,82,"Aug. 15, 2030",
"Sawyer, Logan",,C,unsigned,,,19,,,,,,MTL,2024,3,78,"Aug. 15, 2028",
