player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Bogosian, Zach",8474567,RD,roster,,,35,1990-07-15,USA,74,222,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8474567.png
"Boldy, Matt",8481557,"LW,RW",roster,,,24,2001-04-05,USA,74,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8481557.png
"Brodin, Jonas",8476463,LD,roster,,,32,1993-07-12,SWE,74,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8476463.png
"Buium, Zeev",8484798,LD,roster,,,19,2005-12-07,USA,72,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8484798.png
"Butler, Cameron",,RW,roster,,,23,,,,,,,,,,,
"Eriksson Ek, Joel",8478493,C,roster,,,28,1997-01-29,SWE,75,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478493.png
"Faber, Brock",8482122,RD,roster,,,23,2002-08-22,USA,73,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8482122.png
"Foligno, Marcus",8475220,LW,roster,,,34,1991-08-10,USA,75,226,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8475220.png
"Gustavsson, Filip",8479406,G,roster,,,27,1998-06-07,SWE,74,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8479406.png
"Hartman, Ryan",8477451,"C,RW",roster,,,31,1994-09-20,USA,72,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8477451.png
"Hinostroza, Vinnie",8476994,"RW,LW,C",roster,,,31,1994-04-03,USA,70,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8476994.png
"Hunt, Daemon",8482094,"LD,RD",roster,,,23,2002-05-15,CAN,73,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8482094.png
"Johansson, Marcus",8475149,"LW,RW",roster,,,35,1990-10-06,SWE,73,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8475149.png
"Jones, Ben",8480259,RW,roster,,,26,1999-02-26,CAN,72,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20212022/VGK/8480259.png
"Kaprizov, Kirill",8478864,"LW,RW",roster,,,28,1997-04-26,RUS,70,202,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478864.png
"Leskovar, Stevie",,LD,roster,,,21,,,,,,,,,,,
"Middleton, Jake",8478136,LD,roster,,,29,1996-01-02,CAN,75,219,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478136.png
"Milne, Michael",,LW,roster,,,23,,,,,,,,,,,
"Ohgren, Liam",8483499,LW,roster,,,21,2004-01-28,SWE,72,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8483499.png
"Parise, Zach",8470610,"LW,RW",roster,Yes,,41,1984-07-28,USA,71,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470610.png
"Rossi, Marco",8482079,C,roster,,,24,2001-09-23,AUT,69,182,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8482079.png
"Spurgeon, Jared",8474716,RD,roster,,,35,1989-11-29,CAN,69,166,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8474716.png
"Sturm, Nico",8481477,"C,RW",roster,,,30,1995-05-03,DEU,75,209,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8481477.png
"Suter, Ryan",8470600,"LD,RD",roster,Yes,,40,1985-01-21,USA,73,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470600.png
"Tarasenko, Vladimir",8475765,"RW,LW",roster,,,33,1991-12-13,RUS,73,228,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8475765.png
"Trenin, Yakov",8478508,"RW,LW,C",roster,,,28,1997-01-13,RUS,74,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478508.png
"Wallstedt, Jesper",8482661,G,roster,,,22,2002-11-14,SWE,75,214,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8482661.png
"Yurov, Danila",8483525,RW,roster,,,21,2003-12-22,RUS,73,178,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8483525.png
"Zuccarello, Mats",8475692,RW,roster,,,38,1987-09-01,NOR,68,181,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/NYR/8475692.png
"Aube-Kubel, Nicolas",8477979,RW,non_roster,,,29,1996-05-10,CAN,72,207,R,,,,,,https://assets.nhle.com/mugs/nhl/20182019/PHI/8477979.png
"Bankier, Caedan",,C,non_roster,,,22,,,,,,,,,,,
"Gleason, Ben",8479416,LD,non_roster,,,27,1998-03-25,USA,73,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20182019/DAL/8479416.png
"Haight, Hunter",8483452,C,non_roster,,,21,2004-04-04,CAN,70,173,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8483452.png
"Heidt, Riley",,C,non_roster,,,20,,,,,,,,,,,
"Hlavaj, Samuel",,G,non_roster,,,24,,,,,,,,,,,
"Jiricek, David",8483460,RD,non_roster,,,21,2003-11-28,CZE,76,199,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/MIN/8483460.png
"Kiersted, Matt",8482641,"RD,LD",non_roster,,,27,1998-04-14,USA,72,181,L,,,,,,https://assets.nhle.com/mugs/nhl/20202021/FLA/8482641.png
"Kumpulainen, Rasmus",,C,non_roster,,,20,,,,,,,,,,,
"Lambos, Carson",8482781,LD,non_roster,,,22,2003-01-14,CAN,73,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482781.png
"Marek, Bradley",,LW,non_roster,,,24,,,,,,,,,,,
"Mercer, Riley",,G,non_roster,,,21,,,,,,,,,,,
"Olausson, Oskar",8482712,RW,non_roster,,,22,2002-11-10,SWE,73,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/COL/8482712.png
"Peart, Jack",,LD,non_roster,,,22,,,,,,,,,,,
"Petersen, Cal",8477361,G,non_roster,,,30,1994-10-19,USA,74,185,R,,,,,,https://assets.nhle.com/mugs/nhl/20182019/LAK/8477361.png
