# Seattle Kraken Defensemen Comprehensive Analytics - Team-Internal Percentiles + Basic Stats + Zone Metrics
# Combines advanced analytics (170 metrics for 9/24 players) with traditional stats (GP, G, A, PTS, S, SH%) and zone analytics (22 additional metrics for 8/24 players)
# Percentiles represent rankings within the SEA defenseman group (not league-wide) - only available for players with sufficient playing time
# Example: 0.85 = 85th percentile among SEA defensemen with advanced data = better than 85% of teammates with similar playing time
# Note: Only 9/24 defensemen have advanced analytics, 8/24 have zone data (rookies and depth players get basic stats only)
#
Player Name,Team,Total TOI(sec),Total TOI(min),GP,TOI/GP (sec),TOI/GP (min),G,A,PTS,+/-,S,SH%,Player Jersey Number,Player Current Team,Player ES TOI (Minutes),Player PP TOI (Minutes),Player SH TOI (Minutes),1 Timers per 20,1 Timers per 20 (percentile),Assists per 20,Assists per 20 (percentile),Blocked Pass Success Rate,Blocked Pass Success Rate (percentile),Blocked Passes per 20,Blocked Passes per 20 (percentile),Blocked Shot Success Rate,Blocked Shot Success Rate (percentile),Blocked Shots per 20,Blocked Shots per 20 (percentile),Body Check / Stick Check Ratio,Body Check / Stick Check Ratio (percentile),Body Checks per 20,Body Checks per 20 (percentile),Contested LPR's Winning Percentage,Contested LPR's Winning Percentage (percentile),Contested LPR's per 20,Contested LPR's per 20 (percentile),Controlled Entries per 20,Controlled Entries per 20 (percentile),Controlled Exits per 20,Controlled Exits per 20 (percentile),DZ Blocked Passes per 20,DZ Blocked Passes per 20 (percentile),DZ Contested LPR's Winning Percentage,DZ Contested LPR's Winning Percentage (percentile),DZ Contested LPR's per 20,DZ Contested LPR's per 20 (percentile),DZ Controlled Entry Denial Rate,DZ Controlled Entry Denial Rate (percentile),DZ Entry Denials per 20,DZ Entry Denials per 20 (percentile),DZ Exit Success Rate,DZ Exit Success Rate (percentile),DZ LPR's per 20,DZ LPR's per 20 (percentile),DZ Outlet Passes per 20,DZ Outlet Passes per 20 (percentile),DZ Possession Success Rate,DZ Possession Success Rate (percentile),DZ Puck Protections per 20,DZ Puck Protections per 20 (percentile),DZ Rebound LPR's per 20,DZ Rebound LPR's per 20 (percentile),DZ Rebound Winning Percentage,DZ Rebound Winning Percentage (percentile),DZ Stretch Passes per 20,DZ Stretch Passes per 20 (percentile),DZ True Turnover Rate,DZ True Turnover Rate (percentile),DZ Zone Time per 20,DZ Zone Time per 20 (percentile),Dump-In Rate,Dump-In Rate (percentile),Dump-Out Rate,Dump-Out Rate (percentile),ES OZ Possession Time per 20,ES OZ Possession Time per 20 (percentile),Goals per 20,Goals per 20 (percentile),Inner Slot Shots Against per 20 WOI,Inner Slot Shots Against per 20 WOI (percentile),Inner Slot Shots For per 20 WOI,Inner Slot Shots For per 20 WOI (percentile),NZ Defensive Plays per 20,NZ Defensive Plays per 20 (percentile),NZ East-West Pass Success Rate,NZ East-West Pass Success Rate (percentile),NZ North Pass Success Rate,NZ North Pass Success Rate (percentile),NZ Possession Success Rate,NZ Possession Success Rate (percentile),NZ True Turnover Rate,NZ True Turnover Rate (percentile),OZ East-West Pass Success Rate,OZ East-West Pass Success Rate (percentile),OZ Offense Generating Plays per 20,OZ Offense Generating Plays per 20 (percentile),Off-the-Cycle SCs Against per 20 WOI,Off-the-Cycle SCs Against per 20 WOI (percentile),Off-the-Rush SCs Against per 20 WOI,Off-the-Rush SCs Against per 20 WOI (percentile),Off-the-Rush SCs For per 20 WOI,Off-the-Rush SCs For per 20 WOI (percentile),Open Ice Deke Success Rate,Open Ice Deke Success Rate (percentile),Opposition Dump-In Recovery Exit Rate,Opposition Dump-In Recovery Exit Rate (percentile),Outlet Pass Success Rate,Outlet Pass Success Rate (percentile),Overall Rating,Overall Rating (percentile),Passes for 1 Timers per 20,Passes for 1 Timers per 20 (percentile),Passes to the Slot per 20,Passes to the Slot per 20 (percentile),Percentage of Activity in DZ,Percentage of Activity in DZ (percentile),Possession Driving Plays per 20,Possession Driving Plays per 20 (percentile),Shooting Success Rate,Shooting Success Rate (percentile),Shots From Slot Percentage,Shots From Slot Percentage (percentile),Shots On Net per 20,Shots On Net per 20 (percentile),Stick Checks per 20,Stick Checks per 20 (percentile),Stretch Pass Success Rate,Stretch Pass Success Rate (percentile),True Shooting Percentage,True Shooting Percentage (percentile),PP % Puck Time in OZ WOI,PP % Puck Time in OZ WOI (percentile),PP 1 Timers per 20,PP 1 Timers per 20 (percentile),PP Controlled Entries per 20,PP Controlled Entries per 20 (percentile),PP Controlled Exits per 20,PP Controlled Exits per 20 (percentile),PP OZ Possession Time per 20,PP OZ Possession Time per 20 (percentile),PP Passes for 1 Timers per 20,PP Passes for 1 Timers per 20 (percentile),PP Passes to the Slot per 20,PP Passes to the Slot per 20 (percentile),PP Scoring Chances per 20,PP Scoring Chances per 20 (percentile),PP Shot Attempts per 20,PP Shot Attempts per 20 (percentile),PP Shot On Net Percentage,PP Shot On Net Percentage (percentile),PP Shots From Slot Percentage,PP Shots From Slot Percentage (percentile),PP True Shooting Percentage,PP True Shooting Percentage (percentile),SH % Puck Time in DZ WOI,SH % Puck Time in DZ WOI (percentile),SH Blocked Pass Success Rate,SH Blocked Pass Success Rate (percentile),SH Blocked Shot Success Rate,SH Blocked Shot Success Rate (percentile),SH Blocked Shots per 20,SH Blocked Shots per 20 (percentile),SH DZ Entry Denial Rate,SH DZ Entry Denial Rate (percentile),SH DZ Rebound LPR's per 20,SH DZ Rebound LPR's per 20 (percentile),SH DZ Rebound Winning Percentage,SH DZ Rebound Winning Percentage (percentile),SH Defensive Plays per 20,SH Defensive Plays per 20 (percentile),SH Dump-Out Success Rate,SH Dump-Out Success Rate (percentile),SH Dump-Outs per 20,SH Dump-Outs per 20 (percentile),SH LPR's per 20,SH LPR's per 20 (percentile),SH Opposition Dump-In Recoveries per 20,SH Opposition Dump-In Recoveries per 20 (percentile),SH Opposition Dump-In Recovery Exit Rate,SH Opposition Dump-In Recovery Exit Rate (percentile),TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Brandon Montour, SEA,111575.26666666663,1859:35,81,1377.4724279835389,22:57,18,23,41,-24,251,0.07171314741035857,62.0,Seattle,1628.7,196.4,15.7,1.1297496301537,0.984375,0.18419830926419,0.33203125,0.88745980707395,0.17578125,3.389248890461,0.1640625,0.82291666666667,0.1875,0.97011109545805,0.1171875,0.18181818181818,0.203125,0.14735864741135,0.07421875,0.3019943019943,0.609375,1.3016680521336,0.109375,1.6209451215248,0.9453125,3.610286861578,0.9296875,2.1367003874646,0.41796875,0.30677290836653,0.609375,0.94555132088949,0.08984375,0.463133640553,0.60546875,2.4682573441401,0.4296875,0.49,0.859375,11.567653821791,0.1796875,8.0187663966342,0.57421875,0.70617780010045,0.61328125,0.061399436421395,0.1171875,0.81047256076242,0.80078125,0.34782608695652,0.859375,1.8542629799261,0.421875,0.11823647294589,0.6796875,455.74059147442,0.62109375,0.54878048780488,0.08203125,0.25558312655087,0.94140625,19.428009672458,0.89453125,0.14735864741135,0.953125,1.9893417400532,0.5859375,1.7560238816519,0.19921875,0.528035153224,0.08203125,0.76271186440678,0.4453125,0.625,0.44140625,0.73370577281192,0.2734375,0.085343228200371,0.41015625,0.88461538461538,0.39453125,3.9664035928221,0.953125,3.0454120465012,0.16015625,2.0753009510432,0.59765625,2.1858199366017,0.578125,0.38947368421053,0.34765625,0.71130952380952,0.3671875,0.71758241758242,0.53515625,37.257178020503,0.40234375,0.35611673124409,0.73046875,0.69995357520391,0.69921875,0.56927517639513,0.12109375,18.530349911977,0.83984375,0.46575342465753,0.83984375,0.1689497716895,0.828125,2.5050970059929,0.984375,0.81047256076242,0.140625,0.63445378151261,0.2578125,0.027397260273973,0.80078125,0.60809159614427,0.31132075471698,2.036475539666,0.5188679245283,0.81459021586641,0.21698113207547,6.6185455039146,0.37735849056604,76.160791057609,0.35849056603774,1.7310042087161,0.38679245283019,1.5273566547495,0.11320754716981,0.91641399284971,0.57547169811321,8.0440783816808,0.80188679245283,0.51898734177215,0.76415094339623,0.11392405063291,0.44339622641509,0.063291139240506,0.84905660377358,0.56132425087354,0.93627450980392,1.0,1.0,1.0,1.0,2.5412063671337,0.62254901960784,0.5,0.95588235294118,1.2706031835669,0.6421568627451,0.0,0.0,6.3530159178343,0.13725490196078,0.66666666666667,0.34803921568627,5.0824127342674,0.26960784313725,12.706031835669,0.75980392156863,1.2706031835669,0.34803921568627,1.0,0.98039215686275,111575.26666666663,1859:35,81.0,1377.4724279835389,22:57,88.96616371383425,-2.9661637138342485,75.93262494867668,0.0673750513233244,1937.0,0.5292349726775957,1723.0,980.0,0.5190677966101694,908.0,193.0,172.0,0.5287671232876713,456.0,428.0,0.5221052631578947,227.0
Vince Dunn, SEA,82212.33333333331,1370:12,62,1326.0053763440858,22:06,11,28,39,-3,144,0.0763888888888889,29.0,Seattle,1192.9,152.9,9.5,0.77124701700656,0.859375,0.30179231100257,0.80859375,0.92056074766355,0.66015625,3.3029491815281,0.1328125,0.86363636363636,0.48046875,1.2742342020108,0.40234375,0.37931034482759,0.72265625,0.18442863450157,0.13671875,0.37096774193548,0.9609375,1.5424940340131,0.33984375,0.63711710100542,0.4375,1.7269226685147,0.19140625,2.0790136980177,0.34765625,0.36410256410256,0.93359375,1.1904030045101,0.33203125,0.43958868894602,0.32421875,2.8670269545244,0.76953125,0.26478149100257,0.0703125,12.92677065461,0.52734375,9.8585488260838,0.96484375,0.70505617977528,0.58984375,0.30179231100257,0.91015625,0.82154573550698,0.83203125,0.38095238095238,0.91796875,3.1017543075264,0.984375,0.11148459383754,0.8203125,459.43855452661,0.5625,0.52475247524752,0.046875,0.3016157989228,0.70703125,15.465738189581,0.6796875,0.13412991600114,0.93359375,2.2131436140188,0.33984375,2.0957799375178,0.62109375,0.45268846650385,0.03515625,0.7,0.22265625,0.61261261261261,0.3515625,0.71296296296296,0.10546875,0.076687116564417,0.5859375,0.90625,0.546875,3.1185205470265,0.81640625,2.229909853519,0.75390625,2.5149359250214,0.12109375,2.2131436140188,0.59765625,0.47413793103448,0.75,0.76068376068376,0.83203125,0.70588235294118,0.38671875,42.535949611862,0.83203125,0.43592222700371,0.84765625,0.57005214300485,0.48046875,0.6277858779421,0.58984375,18.576993366158,0.84765625,0.43410852713178,0.62109375,0.15503875968992,0.76953125,1.877818824016,0.828125,0.48622094550413,0.015625,0.67028985507246,0.5546875,0.031007751937984,0.859375,0.65685088512775,0.80188679245283,2.0924834072605,0.54716981132075,1.3078021295378,0.42452830188679,8.1083732031344,0.4811320754717,102.08703423172,0.87735849056604,0.78468127772268,0.14150943396226,3.9234063886134,0.84905660377358,0.78468127772268,0.47169811320755,8.1083732031344,0.81132075471698,0.46774193548387,0.60377358490566,0.096774193548387,0.33962264150943,0.032258064516129,0.58490566037736,0.49332941522186,0.99509803921569,1.0,1.0,1.0,1.0,2.1157801939465,0.48529411764706,0.57142857142857,0.99019607843137,0.0,0.034313725490196,0.0,0.0,10.578900969733,0.89705882352941,0.75,0.74019607843137,6.3473405818395,0.57352941176471,12.694681163679,0.75490196078431,4.231560387893,0.98039215686275,0.5,0.2843137254902,82212.33333333331,1370:12,62.0,1326.0053763440858,22:06,80.33218196226517,9.667818037734833,61.07132398680551,-1.0713239868055098,1568.0,0.5570159857904086,1247.0,804.0,0.5488054607508532,661.0,173.0,141.0,0.5509554140127388,379.0,247.0,0.5251989389920424,178.0
Roman Josi, NSH,79599.93333333335,1326:40,53,1501.8855345911952,25:02,9,29,38,-26,168,0.05357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Skjei, NSH,107669.69999999998,1794:30,82,1313.0451219512192,21:53,10,23,33,-24,164,0.06097560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Larsson, SEA,104332.00000000004,1738:52,82,1272.3414634146343,21:12,7,21,28,22,121,0.05785123966942149,6.0,Seattle,1510.2,7.4,219.1,0.94028837717483,0.94921875,0.27811346367143,0.7421875,0.92068965517241,0.6640625,3.5360140381082,0.234375,0.8968253968254,0.7734375,1.4965153045177,0.6640625,0.35135135135135,0.65234375,0.34433095502177,0.5859375,0.2969837587007,0.5390625,1.6951677785687,0.52734375,0.90055788236463,0.65625,1.6819242802986,0.16796875,2.4765341765027,0.734375,0.29714285714286,0.51171875,1.3773238200871,0.5703125,0.48936170212766,0.85546875,3.0460046021156,0.88671875,0.35082872928177,0.3359375,10.819938086646,0.07421875,8.2374559239823,0.65625,0.75306666666667,0.96484375,0.079460989620408,0.1796875,0.47676593772245,0.078125,0.125,0.22265625,2.344099193802,0.8359375,0.083555082490687,1.0,492.14340501377,0.16015625,0.55307262569832,0.0859375,0.31698113207547,0.6015625,15.466198729728,0.68359375,0.092704487890476,0.7890625,2.2778817024517,0.25390625,1.8276027612694,0.28125,0.54298342907279,0.09765625,0.80392156862745,0.66796875,0.66326530612245,0.6484375,0.80357142857143,0.91015625,0.065281899109792,0.78515625,0.90909090909091,0.56640625,2.6354561557435,0.671875,2.3970731868823,0.609375,2.3043686989918,0.296875,2.3043686989918,0.68359375,0.39784946236559,0.3984375,0.75399361022364,0.796875,0.77363184079602,0.96484375,38.154518516066,0.5,0.2913569619415,0.578125,0.83434039101429,0.84375,0.63506758007776,0.63671875,15.58759746387,0.390625,0.42965779467681,0.5625,0.106463878327,0.453125,1.4965153045177,0.60546875,0.98001887198503,0.34375,0.64835164835165,0.390625,0.026615969581749,0.76953125,0.51119570085087,0.0094339622641509,0.0,0.047169811320755,0.0,0.066037735849057,5.3739364084192,0.21698113207547,23.734885803852,0.0,0.0,0.018867924528302,0.0,0.0094339622641509,0.0,0.10377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71200677666919,0.044117647058824,0.52727272727273,0.029411764705882,0.825,0.32843137254902,3.0129801620111,0.75980392156863,0.29761904761905,0.25980392156863,1.5521412955815,0.80392156862745,0.2,0.52941176470588,6.3911700406296,0.1421568627451,0.725,0.59803921568627,5.2955408908074,0.28921568627451,8.7650331985777,0.14705882352941,1.3695364372778,0.3921568627451,0.53333333333333,0.28921568627451,104332.00000000004,1738:52,82.0,1272.3414634146343,21:12,69.54275062389206,10.45724937610794,106.31006241595604,-3.310062415956054,1524.0,0.4308736217133164,2013.0,820.0,0.4378003203416978,1053.0,147.0,232.0,0.387862796833773,324.0,484.0,0.4933333333333333,305.0
Ryker Evans, SEA,85237.53333333334,1420:38,73,1167.6374429223745,19:28,5,20,25,-13,75,0.06666666666666667,41.0,Seattle,1298.8,53.0,66.2,0.20019060883611,0.0546875,0.27718699684999,0.73828125,0.90147783251232,0.3359375,2.8180678013083,0.0234375,0.86138613861386,0.47265625,1.3397371514416,0.4921875,0.49180327868852,0.85546875,0.46197832808332,0.81640625,0.30827067669173,0.66015625,1.8941111451416,0.765625,1.0779494321944,0.76953125,2.6640750252805,0.66015625,1.6785212587027,0.07421875,0.30218068535826,0.5703125,1.4937299274694,0.71875,0.49315068493151,0.875,3.3262439621999,0.94140625,0.39318181818182,0.48046875,12.458015580647,0.41796875,9.4551564481053,0.93359375,0.69441340782123,0.4296875,0.20019060883611,0.7109375,0.53897471609721,0.1796875,0.11764705882353,0.1953125,2.3252909180194,0.80859375,0.1250697934115,0.5234375,485.61108611105,0.21875,0.61809045226131,0.1796875,0.26788685524126,0.90625,16.20568643991,0.73828125,0.061597110411109,0.5,2.0943017539777,0.46484375,1.5091292050722,0.0625,0.43117977287777,0.02734375,0.73333333333333,0.34375,0.62295081967213,0.4296875,0.7574931880109,0.54296875,0.095367847411444,0.26953125,0.93388429752066,0.80078125,2.0327046435666,0.359375,2.9874598549388,0.19921875,1.8941111451416,0.796875,2.1558988643888,0.54296875,0.39873417721519,0.40234375,0.70402298850575,0.30078125,0.72491145218418,0.6015625,36.92746769146,0.375,0.29258627445277,0.5859375,0.44657905048054,0.27734375,0.64601053057918,0.7265625,18.925712173813,0.85546875,0.4,0.34765625,0.12941176470588,0.625,1.0471508769889,0.140625,0.93935593376942,0.26953125,0.67713004484305,0.62109375,0.023529411764706,0.6796875,0.60718026056721,0.30188679245283,0.37702651753173,0.066037735849057,3.3932386577856,0.86792452830189,10.556742490889,0.72641509433962,86.464748020612,0.59433962264151,1.1310795525952,0.20754716981132,1.8851325876587,0.18867924528302,1.1310795525952,0.67924528301887,3.7702651753173,0.12264150943396,0.6,0.93396226415094,0.3,0.87735849056604,0.1,0.9622641509434,0.60466052644824,0.72058823529412,0.83333333333333,0.64705882352941,0.8,0.27450980392157,2.4158236448739,0.57352941176471,0.325,0.35294117647059,1.207911822437,0.58333333333333,0.0,0.37745098039216,6.3415370677941,0.13235294117647,0.80769230769231,0.89705882352941,6.3415370677941,0.57352941176471,7.2474709346218,0.049019607843137,0.30197795560924,0.034313725490196,0.0,0.029411764705882,85237.53333333334,1420:38,73.0,1167.6374429223745,19:28,54.8765237936168,0.1234762063832022,64.89687995990971,5.103120040090289,1213.0,0.4629770992366412,1407.0,640.0,0.4695524578136463,723.0,114.0,150.0,0.4318181818181818,288.0,349.0,0.5125,196.0
Jamie Oleksiak, SEA,92392.53333333333,1539:53,82,1126.7382113821138,18:47,4,13,17,-2,78,0.05128205128205128,24.0,Seattle,1317.0,5.1,217.8,0.45558893728818,0.4375,0.19742187282488,0.390625,0.88686131386861,0.171875,3.6902703920343,0.33984375,0.85401459854015,0.421875,1.7767968554239,0.8671875,0.30851063829787,0.57421875,0.44040263937858,0.79296875,0.36829836829837,0.953125,2.3994350697178,1.0,0.85043268293794,0.609375,2.5361117509042,0.57421875,2.4146213676274,0.6875,0.3952802359882,0.9921875,2.0349639198872,1.0,0.48958333333333,0.859375,2.8550240070059,0.74609375,0.35232067510549,0.34375,13.546177735369,0.734375,8.5650720210178,0.7890625,0.66800689259047,0.15234375,0.18223557491527,0.640625,0.65301081011306,0.41796875,0.35294117647059,0.8671875,1.7464242596047,0.3125,0.1381880733945,0.234375,492.5630168087,0.15234375,0.62011173184358,0.19140625,0.30903790087464,0.66015625,11.660545744926,0.2734375,0.060745191638424,0.484375,1.8982872387008,0.74609375,1.503443493051,0.0546875,0.71375600175149,0.3828125,0.77777777777778,0.546875,0.65873015873016,0.625,0.70573566084788,0.0625,0.09452736318408,0.28515625,0.88181818181818,0.34765625,1.7616105575143,0.20703125,3.1131910714692,0.1328125,1.8679146428815,0.8125,1.92865983452,0.296875,0.31386861313869,0.0859375,0.66137566137566,0.046875,0.67870036101083,0.15625,36.173761620682,0.2890625,0.30372595819212,0.62109375,0.41003004355936,0.19140625,0.65840220385675,0.8125,17.221261829493,0.640625,0.4367816091954,0.64453125,0.14367816091954,0.69921875,1.1541586411301,0.24609375,1.427512003503,0.85546875,0.59278350515464,0.0703125,0.022988505747126,0.66796875,0.54855103806228,0.066037735849057,0.0,0.047169811320755,0.0,0.066037735849057,7.7854671280277,0.47169811320755,61.115916955017,0.11320754716981,0.0,0.018867924528302,0.0,0.0094339622641509,0.0,0.10377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71862387427609,0.024509803921569,0.71052631578947,0.15196078431373,0.85714285714286,0.44117647058824,2.7553129066,0.68137254901961,0.23423423423423,0.098039215686275,1.4695002168533,0.76470588235294,0.33333333333333,0.66666666666667,6.33721968518,0.12745098039216,0.6695652173913,0.35294117647059,7.0719697936067,0.72549019607843,8.54147001046,0.11764705882353,0.82659387198,0.16176470588235,0.77777777777778,0.76960784313725,92392.53333333333,1539:53,82.0,1126.7382113821138,18:47,46.66293185646646,-1.6629318564664572,93.69290175894275,-2.692901758942753,1215.0,0.3960234680573664,1853.0,616.0,0.3961414790996784,939.0,107.0,185.0,0.3664383561643836,248.0,531.0,0.4780952380952381,275.0
Nick Blankenburg, NSH,70489.90000000001,1174:50,60,1174.8316666666667,19:35,4,12,16,-2,84,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Barron, NSH,49884.03333333334,831:24,45,1108.5340740740742,18:29,5,7,12,-14,59,0.0847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Del Gaizo, NSH,46164.96666666668,769:25,46,1003.5862318840584,16:44,2,7,9,-2,77,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
