Players,TOI(sec),TOI(min),OZst%,SOO,SOOΔ,SOT,XGA,XGF%,XGF
"#8 Mike Matheson, #45 Alexandre Carrier, #14 Nick Suzuki, #13 Cole Caufield, #20 Juraj Slafkovsky",8968.400000000005,"149:28",0.24352331606217617,26.434493622254788,-1.2020565342739973,25.232437087980763,0.8343217186908488,0.53315362615652,0.9528223300504883
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #20 Juraj Slafkovsky, #48 Lane Hutson",8078.666666666677,"134:39",0.5467625899280576,24.34258614769739,2.1272637632027815,26.469849910900187,1.1089274229867303,0.5654906641319515,1.443209738281281
"#11 Brendan Gallagher, #58 David Savard, #17 Josh Anderson, #28 Christian Dvorak, #72 Arber Xhekaj",5036.466666666668,"83:56",0.25301204819277107,22.27537801416943,-2.0855315491370945,20.18984646503231,0.5731308800225596,0.5301430830223439,0.6466678700080049
"#11 Brendan Gallagher, #8 Mike Matheson, #17 Josh Anderson, #28 Christian Dvorak, #45 Alexandre Carrier",4947.233333333338,"82:27",0.10483870967741936,25.95526491168423,-3.238355543948687,22.71690936773553,1.1736463875228709,0.3261701030550273,0.5681083087943734
"#14 Nick Suzuki, #13 Cole Caufield, #47 Jayden Struble, #20 Juraj Slafkovsky, #48 Lane Hutson",4789.133333333334,"79:49",0.6741573033707865,23.039997794748462,4.4188019830182395,27.458799777766686,0.5189543593352758,0.7763359951021211,1.8012864839431122
"#14 Nick Suzuki, #13 Cole Caufield, #21 Kaiden Guhle, #20 Juraj Slafkovsky, #48 Lane Hutson",3970.8666666666686,"66:11",0.4588235294117647,23.65095023416942,2.42408606204283,26.075036296212264,0.9353051582195621,0.5642267455088682,1.2110063663639092
"#58 David Savard, #40 Joel Armia, #71 Jake Evans, #72 Arber Xhekaj, #51 Emil Heineman",3777.233333333335,"62:57",0.1323529411764706,22.679780964948556,-2.661905609696789,20.01787535525176,0.6667578344970051,0.38146627956223494,0.4112073797925402
"#45 Alexandre Carrier, #14 Nick Suzuki, #13 Cole Caufield, #21 Kaiden Guhle, #20 Juraj Slafkovsky",3762.366666666666,"62:42",0.2631578947368421,26.392016197037247,-2.2393975800179695,24.152618617019236,1.4094904603292706,0.38426362360200644,0.8796230537604316
"#11 Brendan Gallagher, #17 Josh Anderson, #28 Christian Dvorak, #45 Alexandre Carrier, #21 Kaiden Guhle",3599.0999999999976,"59:59",0.25274725274725274,24.975523164336522,-1.0635237380419675,23.911999426294557,0.5455823296562587,0.5649727181419992,0.7085512670369822
"#11 Brendan Gallagher, #8 Mike Matheson, #17 Josh Anderson, #28 Christian Dvorak, #48 Lane Hutson",3580.2333333333313,"59:40",0.4,22.851796464324504,2.533630240039757,25.385426704364257,0.7428123688440216,0.6183231499210518,1.2033689850693057
"#8 Mike Matheson, #92 Patrik Laine, #77 Kirby Dach, #15 Alex Newhook, #48 Lane Hutson",3414.533333333334,"56:55",0.5490196078431373,22.82004216682912,2.6485558256929314,25.468597992522042,1.0871052211055243,0.30759635026452237,0.48294025962069154
"#8 Mike Matheson, #40 Joel Armia, #71 Jake Evans, #45 Alexandre Carrier, #51 Emil Heineman",3134.1000000000004,"52:14",0.05333333333333334,27.213039885884868,-6.472332985406823,20.74070690047803,0.6940813486049696,0.34058403457527936,0.3584884783295686
"#58 David Savard, #92 Patrik Laine, #77 Kirby Dach, #15 Alex Newhook, #72 Arber Xhekaj",3132.5666666666657,"52:13",0.4915254237288136,22.56330694937066,-0.8356606807684529,21.727646268602214,0.7319396323267319,0.4487858403164614,0.5959283468756726
"#40 Joel Armia, #71 Jake Evans, #45 Alexandre Carrier, #21 Kaiden Guhle, #51 Emil Heineman",2567.7666666666655,"42:48",0.12727272727272726,22.475826831329492,-1.0700984824893738,21.405728348840125,0.4806388378561721,0.6522425210060186,0.9014704391221399
"#58 David Savard, #14 Nick Suzuki, #13 Cole Caufield, #72 Arber Xhekaj, #20 Juraj Slafkovsky",2517.899999999999,"41:58",0.24242424242424243,23.436777833512682,-0.883995589835287,22.55278224367742,1.0350894388870024,0.5463375732628579,1.246539759130639
"#11 Brendan Gallagher, #17 Josh Anderson, #28 Christian Dvorak, #47 Jayden Struble, #48 Lane Hutson",2482.3999999999987,"41:22",0.39473684210526316,23.89932931057913,0.045898372620915937,23.94522768320006,0.8261150736870476,0.6457680028748023,1.506014943904419
"#11 Brendan Gallagher, #17 Josh Anderson, #28 Christian Dvorak, #21 Kaiden Guhle, #48 Lane Hutson",2215.333333333333,"36:55",0.1935483870967742,25.363679208337444,-1.3086473247060186,24.055031883631425,1.3634217231781898,0.37931539713963164,0.8332200444683494
"#45 Alexandre Carrier, #92 Patrik Laine, #77 Kirby Dach, #15 Alex Newhook, #21 Kaiden Guhle",2128.366666666667,"35:28",0.6,24.421133013068708,-1.4846842274530523,22.936448785615653,0.9724614309756603,0.5420409393206329,1.151006613379759
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #15 Alex Newhook, #48 Lane Hutson",2084.9666666666667,"34:45",0.5238095238095238,22.364514875546718,4.465978034359562,26.83049290990628,1.164948634720986,0.6026569676333976,1.766897502815318
"#8 Mike Matheson, #40 Joel Armia, #71 Jake Evans, #51 Emil Heineman, #48 Lane Hutson",2008.8333333333333,"33:29",0.37037037037037035,22.774819392374965,1.002692618412713,23.777512010787685,0.6344033775612061,0.5572511140386139,0.7984706457887588
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #21 Kaiden Guhle, #20 Juraj Slafkovsky",1933.9666666666672,"32:14",0.125,34.088100931546954,-12.837186957993463,21.250913973553494,0.8120741765072211,0.5956401440957858,1.1962215646496046
"#40 Joel Armia, #71 Jake Evans, #47 Jayden Struble, #51 Emil Heineman, #48 Lane Hutson",1833.3666666666677,"30:33",0.3103448275862069,23.274482995762902,-0.964129627962425,22.310353367800474,0.20740493557409406,0.6823283703241243,0.4454860254025342
"#11 Brendan Gallagher, #8 Mike Matheson, #17 Josh Anderson, #28 Christian Dvorak, #21 Kaiden Guhle",1657.1666666666658,"27:37",0.1,26.0255334196569,-1.4820306794512759,24.543502740205632,1.055860637203736,0.5190427931331019,1.1394711347888997
"#11 Brendan Gallagher, #58 David Savard, #17 Josh Anderson, #71 Jake Evans, #48 Lane Hutson",1490.666666666667,"24:51",0.06451612903225806,25.20220760619502,-4.0259918594049875,21.176215746790028,1.488196640931426,0.329069967550478,0.7299133987967356
"#11 Brendan Gallagher, #17 Josh Anderson, #28 Christian Dvorak, #47 Jayden Struble, #72 Arber Xhekaj",1452.4666666666676,"24:12",0.15,21.062783014283415,1.486190994611136,22.548974008894543,0.6583354880811613,0.4294921203651411,0.49561086670453347
"#11 Brendan Gallagher, #58 David Savard, #17 Josh Anderson, #28 Christian Dvorak, #48 Lane Hutson",1415.6333333333346,"23:36",0.32,22.890334727744442,2.4818741415749233,25.372208869319355,1.1076594330657692,0.4644984627821951,0.9607929542431586
"#92 Patrik Laine, #15 Alex Newhook, #47 Jayden Struble, #89 Joshua Roy, #48 Lane Hutson",1210.4666666666649,"20:10",0.55,22.55774527189473,1.6006512464037563,24.15839651829847,0.5984802452195235,0.39698185634838085,0.39399444483770085
"#11 Brendan Gallagher, #58 David Savard, #17 Josh Anderson, #28 Christian Dvorak, #47 Jayden Struble",1189.7333333333322,"19:50",0.13333333333333333,20.512675764580695,0.590879039508666,21.10355480408937,0.5808898312385467,0.7347571262416172,1.6091400949478791
"#8 Mike Matheson, #14 Nick Suzuki, #77 Kirby Dach, #21 Kaiden Guhle, #20 Juraj Slafkovsky",1065.3999999999996,"17:45",0.5,28.882279728454048,-7.764375820323648,21.1179039081304,1.1651253368637682,0.42826823691872595,0.8727627290090748
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach, #21 Kaiden Guhle",1045.6999999999998,"17:26",0.4166666666666667,24.971719459866453,-2.2268292674891073,22.744890192377344,0.6976431833099735,0.6740206362336411,1.4425020554849566
"#58 David Savard, #14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach, #48 Lane Hutson",1001.8999999999997,"16:42",0.4117647058823529,22.841942766533883,0.27967848706720544,23.121621253601106,0.6131386844126548,0.4043042562447131,0.41614294272707775
"#14 Nick Suzuki, #13 Cole Caufield, #72 Arber Xhekaj, #20 Juraj Slafkovsky, #48 Lane Hutson",990.8333333333345,"16:31",0.7272727272727273,24.00211478390938,1.2063261857422736,25.208440969651658,1.1483328247441262,0.4482613892741107,0.9329658236019334
