Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Gabriel Landeskog","F","Colorado",0.2048085540992953,0.08657617086590043,18.589536970735566,12.767622797831212,0.2934702053395313,2,0.3333333333333333,0,0,2.03969307475637,1.4569236248259787,0.5833333333333334,0.4606741573033708,1.2298979842587576,0.5271719705187287,0.699970983462927,0.6645962732919255
"Jack Drury","F","Colorado",0.18549605903505248,0.08341150399015718,18.37474567635783,5.289520473326288,0.24065732497314218,5,0.7142857142857143,15,0.6521739130434783,1.882352941176468,1.0756302521008387,0.6363636363636364,0.16666666666666666,0.6271344413276471,0.4354991060094666,0.5901700006546967,0.5984848484848485
"Joel Kiviranta","F","Colorado",0.39849852598367336,-0.39849852598367336,19.03753304990162,3.224531018315859,0.15891934133524652,0,0,0,0,3.836540138347968,1.0463291286403549,0.7857142857142857,0.36363636363636365,0.9808052094873169,0.5722324106356569,0.6315398911004191,0.6160714285714286
"Logan O'Connor","F","Colorado",0.28636574670479137,-0.03396442860901911,19.168827916768596,5.092035879982563,0.22027921958750887,0,0,0,0,2.27161186286195,1.5144079085746334,0.6,0.16666666666666666,0.7333357361415186,0.6026184805186022,0.5489228051353844,0.5436241610738255
"Martin Necas","F","Colorado",0.174589996242592,0.010422928965932991,17.98806791027424,14.823235286324616,0.15758010039997356,0,0,0,0,4.440310205004599,1.8501292520852497,0.7058823529411765,0.4921875,1.4667633681320276,0.7621617199257293,0.6580586202697989,0.6612244897959184
"Nathan MacKinnon","F","Colorado",0.2271328059734918,0.271208363928547,18.58936995572591,15.254308007357993,0.4672494042621709,25,0.43103448275862066,17,0.6538461538461539,4.4850705291183495,1.6611372330067962,0.7297297297297297,0.5,1.6043643237244551,0.7228895484082476,0.6893808805887648,0.6643109540636042
"Parker Kelly","F","Colorado",0.13602673582015568,-0.13602673582015568,18.705296944326076,6.565141367934036,0.2851914891219455,0,0,0,0,2.175095160413267,1.0875475802066334,0.6666666666666666,0.1509433962264151,0.7919879286342851,0.41429314334674744,0.6565533912702712,0.5808823529411765
"Ross Colton","F","Colorado",0.04471471254714482,-0.04471471254714482,15.96029188468665,9.31099246470589,0.4319847663707641,1,1,0,0,0,0,0,0.1111111111111111,0.09961320275781009,0.9016630494997019,0.09948623322806142,0.45454545454545453
"Valeri Nichushkin","F","Colorado",0.34566441159580047,0.22531402339460352,18.44987996469417,9.042256002855213,0.21202752010710077,0,0,0,0,2.474239884958417,1.5226091599744105,0.6190476190476191,0.38524590163934425,1.1487175379332712,0.6865891907636409,0.625899485885323,0.6051502145922747
"Victor Olofsson","F","Colorado",0.18200087766459527,-0.18200087766459527,22.924515153882876,1.3603894606896192,0.16053692810412487,0,0,1,1,0.7566641619681671,2.2699924859045013,0.25,0.34782608695652173,0.48949149522076746,0.8075253643836968,0.3773979432850563,0.5052631578947369
"Charlie Coyle","F","Columbus",0.21730768217407617,0.09079542966735325,19.56695000678626,3.2364939019416297,0.24854244605037384,9,0.45,11,0.6111111111111112,2.772928006572865,1.2324124473657179,0.6923076923076923,0.39705882352941174,0.7984464130462584,0.7114276333029208,0.5288165691548066,0.5555555555555556
"Miles Wood","F","Columbus",0,0,23.223736535049305,-8.72866052730799,0.09207832323385814,0,0,0,0,0,2.200220022002197,0,0.5555555555555556,0.018594475315496444,1.6299719943760225,0.011279178399749847,0.45454545454545453
"Colin Blackwell","F","Dallas",0.15732571175436882,-0.15732571175436882,24.302408047164096,-7.28470390682691,0.35944226963384357,3,0.42857142857142855,9,0.75,0.8164700145717212,3.878232569215676,0.17391304347826086,0.15584415584415584,0.49748972844367084,1.181850852718774,0.29624111631918454,0.4148936170212766
"Jamie Benn","F","Dallas",0.300876095925891,-0.300876095925891,25.54483071735135,-6.601407943755441,0.23479937636129292,11,0.4782608695652174,15,0.5172413793103449,1.5148008668027189,2.4615514085544183,0.38095238095238093,0.24583333333333332,0.8582876810741812,1.0212742571543687,0.4566424035395718,0.47417840375586856
"Jason Robertson","F","Dallas",0.2813128289958178,0.10913705603838272,22.613096335954133,0.26399870887814747,0.25160184757392223,0,0,0,0,1.6919495018148687,1.431649578458735,0.5416666666666666,0.36231884057971014,0.8140565849933246,0.5615362957447697,0.5917859828967207,0.4827586206896552
"Matt Duchene","F","Dallas",0.18479269249740007,-0.18479269249740007,23.961918256007475,-2.561105801645083,0.2591767855520012,19,0.5588235294117647,28,0.6363636363636364,1.94544205892618,2.2696824020805435,0.46153846153846156,0.3562231759656652,0.9133246637162657,0.9137849725142905,0.4998740336132827,0.5412844036697247
"Mavrik Bourque","F","Dallas",0.6002858600601356,-0.6002858600601356,26.411772553995025,-7.244914732474128,0.3219965370472758,0,0,1,0.25,3.2807800966007483,5.9054041738813465,0.35714285714285715,0.15384615384615385,1.148890147210906,1.2301384506749338,0.48292405910205743,0.3835616438356164
"Mikko Rantanen","F","Dallas",0.2653273275883749,0.11939629479826513,24.933912941268808,-2.178218842716149,0.2922039741001597,3,0.75,0,0,1.7312563007398802,2.1801005268576272,0.4426229508196721,0.346875,0.879482235400581,0.834994244111542,0.5129742203584207,0.462015503875969
"Nathan Bastian","F","Dallas",0.2218379358003554,-0.2218379358003554,30.031374614921397,-12.88249669328656,0.41825285932758305,0,0,0,0,1.1847431411051024,3.1593150429469397,0.2727272727272727,0.2682926829268293,0.48408391063187384,1.0351396726794606,0.318639017949388,0.34579439252336447
"Oskar Bäck","F","Dallas",0.015836446742290365,-0.015836446742290365,23.747174402271707,-8.387066519237019,0.09533445567671633,1,1,2,0.6666666666666666,0.9263547938860582,3.473830477072718,0.21052631578947367,0.1111111111111111,0.5812954209274092,0.9449435905756142,0.38086788278000827,0.41975308641975306
"Radek Faksa","F","Dallas",0.055991868101019526,0.18382587041770596,19.231793741733313,-3.6197802564095163,0.16976699597733597,6,0.6,7,0.4117647058823529,2.398177385187255,1.438906431112353,0.625,0.16216216216216217,0.8502996203195257,0.5482674080584713,0.607979169440073,0.4178082191780822
"Roope Hintz","F","Dallas",0.1996395315155423,-0.11065264719354818,25.804205496348324,-3.278939601281792,0.3059995480200304,34,0.4594594594594595,32,0.5161290322580645,2.046698339405865,2.402645876693841,0.46,0.3588709677419355,0.7041239424977671,0.9254380441879468,0.4320939910545227,0.42430703624733473
"Sam Steel","F","Dallas",0.11204196283117061,-0.009500063071574399,23.345537100118605,-5.6110599349741985,0.23852581075375254,4,0.2857142857142857,21,0.6176470588235294,1.435586596634347,3.3838826920666754,0.2978723404255319,0.15714285714285714,0.8008531693712609,1.0164611078782748,0.44067951228740365,0.43977591036414565
"Tyler Seguin","F","Dallas",0.26801637198295264,-0.09691452360770715,23.96787604120291,-3.128502694460892,0.3039923326731539,17,0.425,24,0.4897959183673469,2.224324028878191,2.4809768014410594,0.4727272727272727,0.3333333333333333,0.8548681638632863,0.9394691135402584,0.4764255720643022,0.5265306122448979
"Wyatt Johnston","F","Dallas",0.1741126529277513,-0.01778903698882179,26.01043949533436,-5.465122791590043,0.2734300275959888,12,0.27906976744186046,36,0.5714285714285714,1.3287507354809007,2.266692431114478,0.3695652173913043,0.2813688212927757,0.617733773049205,0.8220541131789239,0.4290449856940437,0.4381338742393509
"Mason Appleton","F","Detroit",0.1542680418207096,-0.1542680418207096,19.099668261062877,0.2083778134984268,0.21888775061278665,0,0,0,0,1.392618477339326,1.0444638580044945,0.5714285714285714,0.15789473684210525,0.7640448940321984,0.7273958919836979,0.512286442208142,0.5317919075144508
"Adam Henrique","F","Edmonton",0.22356600661606693,0.009484932277113854,22.396178319753716,-0.6551488777116397,0.2742478226856138,35,0.6363636363636364,52,0.5714285714285714,1.8644075111454463,2.252825742634081,0.4528301886792453,0.23282442748091603,0.5992078193219128,0.782134049831525,0.4337867639450763,0.43873517786561267
"Andrew Mangiapane","F","Edmonton",0.416414551126909,-0.21710217881139743,23.35524863501501,6.084629250383343,0.39189910964724184,2,0.5,1,1,2.391748467786139,2.391748467786139,0.5,0.25675675675675674,1.0171366319605322,0.9150374406033841,0.5264208056631426,0.4270833333333333
"Connor McDavid","F","Edmonton",0.3026029464415319,0.0022127176967641207,23.349200068400624,8.62849544415265,0.38140937660750773,34,0.5230769230769231,18,0.36,2.9973540306932445,1.7272887634503444,0.6344086021505376,0.4844559585492228,1.2909800906061555,0.7263228042551604,0.6399535210575836,0.5731414868105515
"Corey Perry","F","Edmonton",0.30967436302660023,0.10288201967903662,20.93427550433514,10.288089307184398,0.21307051016963283,0,0,0,0,3.2179397851039675,1.4026917011991653,0.6964285714285714,0.6044444444444445,1.2089198447691212,0.5280354448921243,0.6959994030732328,0.5908096280087527
"Kasperi Kapanen","F","Edmonton",0.15592542810008495,-0.15592542810008495,22.942247672571064,2.213163210361809,0.31469588024382206,0,0,0,0,1.9161323605276714,2.5057115483823393,0.43333333333333335,0.3170731707317073,0.6009733558043049,1.128447200976749,0.34749983365693776,0.44964028776978415
"Leon Draisaitl","F","Edmonton",0.24883781682680642,0.011239830799768409,23.152117571314733,8.468829741080508,0.30123646290684725,76,0.4393063583815029,51,0.6071428571428571,2.964885182942953,1.7685280038607087,0.6263736263736264,0.48641975308641977,1.0958331458784445,0.7064451783586341,0.6080265911994037,0.576379974326059
"Mattias Janmark","F","Edmonton",0.29592839324013587,-0.013151101304001513,23.578055479168153,-1.4912632862712771,0.21305163555366177,3,0.21428571428571427,9,0.5294117647058824,2.544995627425209,2.8277729193613435,0.47368421052631576,0.17482517482517482,0.800001451775701,0.8049045926773906,0.49847245235363286,0.4580152671755725
"Ryan Nugent-Hopkins","F","Edmonton",0.30031836754833713,-0.23134439372779209,23.76084099614655,1.285142548516326,0.20180831424046144,21,0.4375,22,0.5238095238095238,3.0348548481039823,1.9312712669752614,0.6111111111111112,0.3602693602693603,1.0203785715567777,0.8998755929504088,0.5313768304304901,0.49074074074074076
"Trent Frederic","F","Edmonton",0.15970365025852504,-0.07281995132984932,22.105363586006824,-1.1247141507384135,0.17912246975775908,1,0.25,4,1,2.4327435700029194,1.9114413764308653,0.56,0.22748815165876776,0.7848602995169207,0.7428731938518024,0.5137416328984629,0.437219730941704
"Vasily Podkolzin","F","Edmonton",0.1951336094675799,0.08912329560640583,23.640821699364285,1.6971997373754357,0.1717117580071544,2,0.2857142857142857,2,1,2.084550637209229,2.6530644473572007,0.44,0.323943661971831,0.6824269496245688,0.9195316673490586,0.42599536741703703,0.5090439276485789
"Zach Hyman","F","Edmonton",0.32819714935045063,0.12103690658418072,24.185752051125952,1.6822185166232286,0.20800695592208107,0,0,0,0,3.5040256362901245,1.7070894125515992,0.6724137931034483,0.3843137254901961,1.3891018966556534,0.9099780811641262,0.6041990318113859,0.5538461538461539
"A.J. Greer","F","Florida",0.24432403597937466,0.10831808614255173,21.329282880841873,-2.6817796936437177,0.2247393038547723,1,0.5,1,0.5,2.1158527327315584,1.763210610609632,0.5454545454545454,0.2403846153846154,0.6907252608841352,0.6667183903103137,0.5088426766564849,0.42792792792792794
"Aleksander Barkov","F","Florida",0.24106114579833124,0.0011722460747385988,25.25104165182172,0.3108573565570684,0.31614484687539945,44,0.5,53,0.5888888888888889,2.361775570762431,2.361775570762431,0.5,0.3242506811989101,0.8922784960317636,0.7678770065900491,0.5374668183929916,0.5534124629080118
"Anton Lundell","F","Florida",0.22616811135382844,0.16894781675702347,22.265819911213004,-0.6109449541687364,0.2585371953216217,38,0.5135135135135135,48,0.5217391304347826,2.3048429139799693,1.7121690218136916,0.5737704918032787,0.2857142857142857,0.8472994991165077,0.7438069042089254,0.5325222105483585,0.49663299663299665
"Brad Marchand","F","Florida",0.23913514784265041,0.0982752275263921,21.864901061518093,1.0044086780161832,0.32855096450864907,0,0,0,0,2.69928300295234,2.024462252214255,0.5714285714285714,0.28825622775800713,1.0066204304083746,0.7943391955710195,0.5589355896087655,0.5540983606557377
"Carter Verhaeghe","F","Florida",0.2039879783500011,-0.08854693745661565,24.4348675832894,0.20535961971443084,0.20498996998985924,5,0.4166666666666667,2,1,2.3665413383144016,2.3665413383144016,0.5,0.34591194968553457,0.9479009842865922,0.8127100499636946,0.5383931861418968,0.5828729281767956
"Eetu Luostarinen","F","Florida",0.2858509851949187,0.0008154425830581796,22.753855390686162,-1.2324004010817766,0.2263601801396803,2,0.25,3,0.6,2.293331422223815,2.006664994445838,0.5333333333333333,0.26373626373626374,0.89324403899238,0.8292375705528449,0.5185797247659539,0.48731884057971014
"Evan Rodrigues","F","Florida",0.1687987150316574,-0.0964747034598155,22.800709747213553,1.0435668034123105,0.23420393694807812,8,0.2962962962962963,9,0.5,2.2420443587270986,1.2295081967213122,0.6458333333333334,0.3594306049822064,0.7714930166987811,0.5411532839700464,0.5877386896269661,0.5201698513800425
"Jesper Boqvist","F","Florida",0.20048593093208172,0.16024816294896616,21.76966615720249,-1.5785747402189219,0.23958745028713135,0,0,0,0,1.6233034224647156,2.5251386571673353,0.391304347826087,0.32075471698113206,0.7023172683052326,0.8377196236716852,0.45603924942582413,0.4626865671641791
"Jonah Gadjovich","F","Florida",0.29539373889324144,0.06333278195773714,22.036164012699167,-2.3798300111417934,0.24082952074504232,0,0,0,0,2.5110856459568502,1.2555428229784251,0.6666666666666666,0.2912621359223301,0.7451913923859976,0.5019874176329076,0.5975016464356877,0.4507042253521127
"Mackie Samoskevich","F","Florida",0.14422556958699298,-0.14422556958699298,22.710772213815197,-5.551699699715233,0.15742327076883028,0,0,0,0,1.15818936396101,4.053662773863535,0.2222222222222222,0.5,0.4752284093764368,1.355363371792884,0.25960370535088756,0.35384615384615387
"Matthew Tkachuk","F","Florida",0.1939912007161945,0.011735624537916248,22.33511401078211,2.619096449081354,0.1930873797962694,0,0,0,0,2.468721903049329,1.5772389936148492,0.6101694915254238,0.44244604316546765,1.0307361253778398,0.6486173558166816,0.6137696065301742,0.6134020618556701
"Sam Bennett","F","Florida",0.41944836293599574,0.1140983890981517,22.959572390340398,1.9218549247976817,0.3727843577889745,38,0.4367816091954023,19,0.40425531914893614,2.54916781527426,2.074904035688351,0.5512820512820513,0.4358108108108108,1.0543697377101722,0.7087073164411063,0.5980281662832551,0.5838323353293413
"Sam Reinhart","F","Florida",0.2781337878056051,0.22649990595533553,25.54547448206174,-0.4160286871165279,0.305472411717023,8,0.3333333333333333,17,0.5,2.2077724102041154,2.270851621924233,0.49295774647887325,0.30357142857142855,0.8458499273582408,0.7244853612646566,0.538642883138675,0.5398773006134969
"Tomas Nosek","F","Florida",0.150440679492845,-0.150440679492845,22.033422746698893,-2.413947710565101,0.2549983599745483,13,0.48148148148148145,27,0.6585365853658537,1.977203018191955,1.5209253986091962,0.5652173913043478,0.2786885245901639,0.7064958003659194,0.5836268241295772,0.5476191076349778,0.4308300395256917
"Adrian Kempe","F","Los Angeles",0.3864729513178862,0.4180952078972116,24.74563765026776,3.3357296400214347,0.29799467698849647,1,1,0,0,2.614846517449068,3.2182726368603913,0.4482758620689655,0.3047619047619048,0.9244312782199053,1.18049590227997,0.4391749447600238,0.457286432160804
"Alex Laferriere","F","Los Angeles",0.181341212641107,-0.181341212641107,24.891174828470163,-0.6256990040674238,0.26824716432479184,1,0.3333333333333333,1,0.5,1.5787136772517227,2.368070515877584,0.4,0.25274725274725274,0.7469724982248629,0.8712433027753382,0.46160252406580604,0.5185185185185185
"Alex Turcotte","F","Los Angeles",0,0,25.18886278894474,-12.400723510812401,0.18295369680642715,0,0,0,0,1.1698186781048934,8.188730746734253,0.125,0.3,0.2065999357134748,3.1983555006723985,0.060676252471828666,0.3125
"Andrei Kuzmenko","F","Los Angeles",0.12131077950893406,-0.12131077950893406,23.42985042264476,4.570851458914382,0.22435003203681367,0,0,0,0,3.4166943482181007,3.4166943482181007,0.5,0.34177215189873417,1.0831573718553036,1.106489500576407,0.49467217088406773,0.47530864197530864
"Anze Kopitar","F","Los Angeles",0.11877367054142475,0.08557556229749709,25.50519215254182,1.3298434596319568,0.24557055413355444,16,0.5333333333333333,18,0.47368421052631576,2.6565400269059842,3.26958772542275,0.4482758620689655,0.29523809523809524,0.9866117061187699,1.1931069701127959,0.45263258826798974,0.45588235294117646
"Jeff Malott","F","Los Angeles",0.11876451202635241,-0.11876451202635241,23.711903891353394,-10.649290471026017,0.2914511559173371,0,0,0,0,0.6883101984627742,4.818171389239419,0.125,0.23076923076923078,0.1724346656148432,1.7947608487263031,0.0876550725933284,0.28
"Joel Armia","F","Los Angeles",0.06560820178735816,-0.06560820178735816,29.161876297114993,-12.224820736337175,0.23856354369494817,0,0,0,0,1.9910843666692468,0.7964337466676987,0.7142857142857143,0.18,0.5586687826892168,0.6928971521890568,0.44637582976685325,0.5662650602409639
"Kevin Fiala","F","Los Angeles",0.1720287859996592,0.024099852595187772,24.748658021755674,3.8543517771316442,0.2835889825172783,0,0,0,0,2.3535436631381637,2.1574150245433166,0.5217391304347826,0.2708333333333333,1.1521690013095893,0.6783915927720467,0.6294077371897184,0.5336134453781513
"Phillip Danault","F","Los Angeles",0.13533081561575502,0.26293892362819643,28.28163719664432,-8.255854287263842,0.1815207348673294,4,0.36363636363636365,34,0.6415094339622641,1.7922138265977814,1.7922138265977814,0.5,0.11009174311926606,0.7269288664610859,0.9798356359446104,0.4259104671069,0.47317073170731705
"Quinton Byfield","F","Los Angeles",0.2943252826598055,0.2978286773698025,26.404557345638352,1.4489057295040324,0.32124347936756936,7,0.4117647058823529,7,0.30434782608695654,2.3686158401184323,2.9607698001480403,0.4444444444444444,0.26666666666666666,0.9969916105060825,0.9070901497748133,0.52360756313269,0.4933920704845815
"Samuel Helenius","F","Los Angeles",0.05116996016658213,-0.05116996016658213,23.630862367233856,-8.955703770965885,0.15320155694578214,2,0.6666666666666666,1,1,0.8458050419378329,5.074830251626998,0.14285714285714285,0.3333333333333333,0.5548477285845235,2.1377796394960042,0.2060618320833801,0.3333333333333333
"Trevor Lewis","F","Los Angeles",0,0,20.3623999492156,-5.418197711868699,0,0,0,0,0,0,0,0,0,0.1210610095221553,0.07312536619587086,0.6234268963232795,0.4666666666666667
"Trevor Moore","F","Los Angeles",0.21130618118256997,0.19892685397212237,28.561717660220154,-8.331888272801924,0.2558338007016352,0,0,0,0,1.8460486581961155,2.0511651757734617,0.47368421052631576,0.11214953271028037,0.7630886662970914,1.0186171700451943,0.4282910516046003,0.47804878048780486
"Warren Foegele","F","Los Angeles",0.40152976996955875,-0.18801930202578304,29.13921132380475,-8.171546036126433,0.39523836364413373,0,0,0,0,1.7080837435502056,2.348615147381533,0.42105263157894735,0.10784313725490197,0.701273879338224,1.1416763661025082,0.3805169895785862,0.45226130653266333
"Joel Eriksson Ek","F","Minnesota",0.21917389360219064,-0.21917389360219064,26.298135109358387,-2.8393639922553953,0.38668118134051566,22,0.5365853658536586,17,0.5151515151515151,2.1138545550629755,0.6341563665188927,0.7692307692307693,0.4,0.6771216263674064,0.617854033506938,0.5228836705958702,0.5345622119815668
"Kirill Kaprizov","F","Minnesota",0.09405788817805538,0.08375676967690708,25.612999051268364,-2.9256687094471694,0.23140606922405982,0,0,0,0,1.6003319206946622,1.0668879471297747,0.6,0.42016806722689076,0.5454168827702,0.673508275766795,0.44745723636128093,0.5220883534136547
"Marco Rossi","F","Minnesota",0.2049436524234705,0.465772150386084,25.730674205292015,-10.089238205326009,0.32301409713425505,4,0.4,9,0.5,1.341431605619109,2.0121474084286635,0.4,0.2553191489361702,0.44143966651128574,0.7772362469735076,0.3622289253662139,0.42452830188679247
"Marcus Foligno","F","Minnesota",0.38627896337051143,0.10735859696296868,26.9491356979072,-11.558045406602115,0.1524732033052902,0,0,0,0,1.9745502413339207,1.4809126810004405,0.5714285714285714,0.20512820512820512,0.6513003161363724,0.6592687531257808,0.4969599324536575,0.40963855421686746
"Marcus Johansson","F","Minnesota",0.16927793812669892,-0.16927793812669892,27.821512143083186,-6.96389974337858,0.327190751490979,0,0,0,0,2.5938000972675055,1.9453500729506292,0.5714285714285714,0.18867924528301888,0.7845524418916245,0.8418860670492768,0.4823744873100101,0.4594594594594595
"Mats Zuccarello","F","Minnesota",0.09601827901670063,0.12878782571796593,26.12415544860364,-5.920539198356739,0.2552872634116736,0,0,0,0,2.0232549426119992,1.7984488378773325,0.5294117647058824,0.21794871794871795,0.562162209703544,0.8115007166149469,0.40924319855539565,0.43523316062176165
"Matt Boldy","F","Minnesota",0.2622518117828484,0.6667229097827829,26.03798546608116,-2.6112352950306392,0.2740553686926865,0,0,1,1,2.4153342760706416,1.300564610191884,0.65,0.4090909090909091,0.7351000819598762,0.7692378081120013,0.4886535709904595,0.5344129554655871
"Nico Sturm","F","Minnesota",0.009910276800882615,-0.009910276800882615,19.54247151634294,-5.7460445424296305,0.12638263910813033,2,0.2857142857142857,9,0.5,0.40983606557377017,1.639344262295081,0.2,0.20408163265306123,0.11065116321064951,0.8219819081294513,0.1186438339052837,0.45569620253164556
"Ryan Hartman","F","Minnesota",0.3280546795060475,0.11302719631715268,25.590041310220784,-7.524686816666102,0.3763071927000465,4,0.25,20,0.5555555555555556,2.2054093791160008,2.425950317027601,0.47619047619047616,0.2159090909090909,0.7184076300948381,0.9474198025170805,0.43126173577800764,0.44559585492227977
"Vinnie Hinostroza","F","Minnesota",0.028525865399629157,-0.028525865399629157,26.32343175221568,-14.107887658899207,0.1267206198225398,0,0,0,0,0,2.280212819863192,0,0.75,0.3793690318710334,1.0615982472035828,0.2632738698373934,0.35714285714285715
"Yakov Trenin","F","Minnesota",0.1476013257816066,-0.1476013257816066,28.112165999013694,-13.2144758660452,0.278267013826237,0,0,1,1,1.889882827264712,2.6458359581705966,0.4166666666666667,0.19047619047619047,0.5640645899078996,1.059143377023099,0.3474998899705854,0.35
