Team,Save Percentage,Screened Shots On Net From Inner Slot Against,Goals From Screened Shots From Inner Slot Against,Rebounds Given From Screened Inner Slot Shots,Rebound Percentage From Inner Slot Screened Shots,Save Percentage From Inner Slot Screened Shots,Screened Shots On Net From Slot Against,Goals From Screened Shots From Slot Against,Rebounds Given From Screened Slot Shots,Rebound Percentage From Slot Screened Shots,Save Percentage From Slot Screened Shots,Screened Shots On Net From Point Against,Goals From Screened Shots From Point Against,Rebounds Given From Screened Point Shots,Rebound Percentage From Point Screened Shots,Save Percentage From Point Screened Shots,Screened Shots On Net From Outer Slot Against,Goals From Screened Shots From Outer Slot Against,Rebounds Given From Screened Outer Slot Shots,Rebound Percentage From Outer Slot Screened Shots,Save Percentage From Outer Slot Screened Shots,Screened Shots On Net Against,Goals From Screened Shots Against,Rebounds Given From Screened Shots,Rebound Percentage From Screened Shots,Save Percentage Screened Shots
"Montreal",0.9012395041983207,22,7,9,0.6,0.6818181818181818,130,31,67,0.6767676767676768,0.7615384615384615,246,23,143,0.6412556053811659,0.9065040650406504,108,24,58,0.6904761904761905,0.7777777777777778,425,56,246,0.6666666666666666,0.8682352941176471
