Team,Total Shots On Net Against,Total Saves,Total Regular Goals Against,Save Percentage,Total Shots From Slot On Net Against,Total Saves From Slot Shots,Total Regular Goals From Slot Against,Save Percentage From Slot,Total Shots From Inner Slot On Net Against,Total Saves From Inner Slot Shots,Total Regular Goals From Inner Slot Against,Save Percentage From Inner Slot,No Rebound Percentage,No Rebound Percentage From Outside Shots,No Rebound Percentage From Outside Shots With Failed Block
"Montreal",2501,2254,247,0.9012395041983207,1192,994,198,0.8338926174496645,574,458,116,0.7979094076655052,0.3611357586512866,0.3976190476190476,0.3793103448275862
