Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.23932012988922766,0.0002938254050205046,26.83264346967034,-4.743729124287407,0.23620051922264093,1,1,0,0,2.7156248266681455,2.1565255976482334,0.5573770491803278,0.35874439461883406,0.8169857395555721,0.683862821820071,0.5443492172233165,0.45286885245901637
"Brock McGinn","F","Anaheim",0.21786800870044024,0.2287082400590706,21.918383938251495,3.8049369201182057,0.24695610712260452,0,0,0,0,2.232881243797554,2.3817399933840577,0.4838709677419355,0.2631578947368421,0.7054900551855086,0.7650771185910854,0.47974010828334007,0.4912891986062718
"Frank Vatrano","F","Anaheim",0.31325225226727527,-0.31325225226727527,21.669772494265967,4.430301142996353,0.26370121390151513,1,1,0,0,1.1987912188543215,2.0978846329950627,0.36363636363636365,0.23809523809523808,0.5553138063888134,0.5938424432134447,0.48323611917963,0.5073529411764706
"Jansen Harkins","F","Anaheim",0,0,18.54162545550582,-10.206896164577666,0,0,0,0,0,0,5.179110919292213,0,0,0.002064280757374258,2.5742336059367927,0.0008012585687531207,0.3333333333333333
"Mikael Granlund","F","Anaheim",0.22225386275203177,0.03387545409416236,31.159192996837714,-13.270157660792192,0.36108526993773743,13,0.5652173913043478,15,0.4166666666666667,0.5122586336923882,3.329681119000523,0.13333333333333333,0.27472527472527475,0.7022764246441227,0.8792333795036648,0.4440544236920184,0.40119760479041916
"Zack Kassian","F","Arizona",0.11171299551059767,0.30796035872868716,22.738698476781657,-1.3045856073778004,0.17366257888986594,0,0,0,0,2.5180401254357094,1.2590200627178545,0.6666666666666666,0.5555555555555556,0.9068659150531563,0.44731336481657147,0.6696793611702557,0.53125
"David Krejci","F","Boston",0.2697035117309126,-0.15031042658042756,20.499540888823088,12.188563093983293,0.3574646491067041,21,0.4666666666666667,22,0.5789473684210527,2.8654340436116414,1.3133239366553355,0.6857142857142857,0.38513513513513514,0.8569997370081843,0.5527799852574167,0.6078962007134945,0.5524079320113314
"David Pastrnak","F","Boston",0.403703045540559,0.08164713124150196,20.372419420248786,13.286594160637987,0.2692959018267587,0,0,0,0,2.426750883910305,1.3347129861506677,0.6451612903225806,0.40853658536585363,0.9614501139991676,0.5264718217102203,0.6461697290192732,0.5822784810126582
"Morgan Geekie","F","Boston",0.0827874642437128,-0.0827874642437128,20.327991610892457,1.8669148975630414,0.26833800718239914,0,0,0,0,1.1119347664937012,4.447739065974805,0.2,0.23529411764705882,0.258752796246641,1.1822556182079376,0.1795636955697992,0.55
"Oliver Wahlstrom","F","Boston",0.17255209080087097,-0.17255209080087097,25.49995581471065,-4.253622496391334,0.21095119020565475,0,0,0,0,1.0153047794532406,2.030609558906481,0.3333333333333333,0.25,0.6049019912085072,0.6940453870524425,0.46568629440428844,0.4583333333333333
"Patrice Bergeron","F","Boston",0.21966247252176543,0.31435123383003083,20.284772877182995,13.86853091708876,0.29303457154714974,37,0.5606060606060606,29,0.6041666666666666,2.403061678583083,1.7355445456433378,0.5806451612903226,0.40853658536585363,0.9037981157097196,0.6013752654553799,0.6004611342582491,0.5813333333333334
"Patrick Brown","F","Boston",0.13364071195874883,0.1854318504598216,18.856181303893187,1.6930946193478915,0.23684509276209909,9,0.5625,11,0.4782608695652174,1.595362812092852,1.595362812092852,0.5,0.21875,0.49279633784136934,0.5954241091832221,0.4528460563195365,0.5497835497835498
"Sean Kuraly","F","Boston",0.08441849333267352,-0.08441849333267352,21.141904205217166,-5.654008552332132,0.24430136403025612,2,0.3333333333333333,26,0.6666666666666666,1.286285238856024,1.286285238856024,0.5,0.07547169811320754,0.33463524759242413,0.6923065605154637,0.3258560952046352,0.45739910313901344
"Tanner Jeannot","F","Boston",0.1367475778977194,-0.1367475778977194,26.817523009566663,-10.321680687369186,0.10773334302520927,0,0,0,0,0.7175459927049488,3.2289569671722695,0.18181818181818182,0.09230769230769231,0.2719268098838347,0.7535665864805966,0.2651668073610877,0.4411764705882353
"Tyler Johnson","F","Boston",0.2264454758211025,0.1568023364726358,22.289641851044884,-1.421059036497242,0.3596307513709011,14,0.56,19,0.5428571428571428,2.107862967615561,1.7246151553218223,0.55,0.3219178082191781,0.7006562137718114,0.7634131455147732,0.47856763706415445,0.453125
"Viktor Arvidsson","F","Boston",0.12718667868748443,-0.12718667868748443,28.301602187840807,-1.0805138442221482,0.12351942957843728,0,0,0,0,2.716502754231956,2.716502754231956,0.5,0.3888888888888889,1.0601936464808646,1.3665690064153053,0.4368757056713388,0.5166666666666667
"Alex Tuch","F","Buffalo",0.2567936999475732,-0.03227174461081091,20.17594186477369,5.19389890579207,0.31427815792980635,8,0.7272727272727273,1,1,1.7213349909151774,1.197450428462732,0.5897435897435898,0.38565022421524664,0.7277079060455578,0.5353682308855953,0.576139382867007,0.5680147058823529
"Jason Zucker","F","Buffalo",0.18170800990097377,0.3332729286517865,18.603388307800905,5.240147512463617,0.22483877739855163,0,0,0,0,2.059923754211041,2.5749046927638015,0.4444444444444444,0.5789473684210527,0.6294347296342232,0.7504274735882283,0.45615767151551606,0.5290322580645161
"Jordan Greenway","F","Buffalo",0.10882082338668689,0.08639106284816392,24.016304897512327,-7.007485000586958,0.18348810922608277,0,0,0,0,1.5616950898788067,1.5616950898788067,0.5,0.3010752688172043,0.41767470629897574,0.5196431452760986,0.44560626429669803,0.5052083333333334
"Ryan McLeod","F","Buffalo",0.15079346233088944,-0.15079346233088944,22.714793569381957,-1.9589141411572009,0.2818958172477277,2,0.25,2,0.3333333333333333,1.1931987670279411,1.7897981505419116,0.4,0.5454545454545454,0.602498786771933,0.5530480359455646,0.521397121195866,0.4307692307692308
"Blake Coleman","F","Calgary",0.174019608925302,-0.11271024528243581,23.969976864816417,-3.6429466900870904,0.23923660404237315,0,0,0,0,1.655352818357387,2.023209000214584,0.45,0.2652439024390244,0.624606310512962,0.7250304807214651,0.46279585335079243,0.4945226917057903
"Jonathan Huberdeau","F","Calgary",0.22610885356393484,-0.0011847654436758046,23.332701900371347,9.14162077277448,0.2657238290547112,4,0.4,0,0,1.5744686168418134,3.5987854099241448,0.30434782608695654,0.47368421052631576,0.9334666470794165,0.9431091444925734,0.4974308265468246,0.5376344086021505
"Nazem Kadri","F","Calgary",0.018744371731055486,-0.018744371731055486,21.704887853260733,6.1929996557831535,0.33095284468247754,5,0.5555555555555556,2,0.5,1.6327641336145309,0.8163820668072653,0.6666666666666666,0.42857142857142855,0.929341942763294,0.7887625089102135,0.5409112012125195,0.6170212765957447
"Nick Ritchie","F","Calgary",0.1665066831482375,-0.1665066831482375,20.07211559460497,-0.8303548899895431,0.1967275394141016,0,0,0,0,1.2575917118717657,1.616903629549413,0.4375,0.2717391304347826,0.7994125276040595,0.7412219289335266,0.5188852710724483,0.54
"Ryan Lomberg","F","Calgary",0.16276899434890324,-0.16276899434890324,20.607296160205067,8.831991689238953,0.23714668392574803,0,0,0,0,1.2389725705239265,2.0649542842065443,0.375,0.2653061224489796,0.6887478047854749,0.619207955767364,0.5265834102021609,0.5340909090909091
"Andrei Svechnikov","F","Carolina",0.2323378497454452,-0.10771690511868497,21.229568163210217,11.733873026221827,0.2553078328337566,0,0,0,0,2.492418892535204,1.6200722801478828,0.6060606060606061,0.46308724832214765,0.7822205241989023,0.6314324400749352,0.5533327796618824,0.6343490304709142
"Evgeny Kuznetsov","F","Carolina",0.0438173425087014,-0.0438173425087014,25.613937823865705,0.5658104996635112,0.31134173305202134,7,0.4375,0,0,1.0526777490240797,2.1053554980481595,0.3333333333333333,0.4857142857142857,0.4491960230662151,0.6723035115650113,0.40053161788776004,0.5567010309278351
